Plan ID,Day,Exercise Name,Muscle Group,Workout Type,Fitness Level,Equipment Needed,Sets,Reps,Rest Time (seconds),Duration (minutes),AI Category,Intensity,Superset/Regular,Calories Burned,Workout Notes
1,3,Dumbbell Lat Pulldowns,Back,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Use a resistance band.
1,3,Dumbbell Side Plank,Core,Cardio,Beginner,Dumbbell,3,30,30,10,Cardio + Beginner + Dumbbell,1,No,100,Hold for 30 seconds on each side.
1,4,Dumbbell Mountain Climbers,Full-Body,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Engage core.
1,4,Dumbbell Bulgarian Split Squats,Legs,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Use a bench.
1,4,Dumbbell Incline Bench Press,Chest,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Use an incline bench.
1,4,Dumbbell Bent Over Rows,Back,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Keep back flat.
1,4,Dumbbell Russian Twists,Core,Cardio,Beginner,Dumbbell,3,30,30,10,Cardio + Beginner + Dumbbell,1,No,100,Control the twist.
1,5,Dumbbell Jump Rope,Full-Body,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Simulate jump rope.
1,5,Dumbbell Single Leg Deadlifts,Legs,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Keep balance.
1,5,Dumbbell Decline Push-Ups,Chest,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Use a bench.
1,5,Dumbbell Face Pulls,Shoulders,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Use a resistance band.
1,5,Dumbbell Bicycle Crunches,Core,Cardio,Beginner,Dumbbell,3,30,30,10,Cardio + Beginner + Dumbbell,1,No,100,Control the motion.
1,6,Dumbbell Box Jumps,Full-Body,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Use a stable box.
1,6,Dumbbell Glute Bridges,Legs,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Engage glutes.
1,6,Dumbbell Dips,Triceps,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Use parallel bars.
1,6,Dumbbell Reverse Fly,Shoulders,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Control the movement.
1,6,Dumbbell Leg Raises,Core,Cardio,Beginner,Dumbbell,3,30,30,10,Cardio + Beginner + Dumbbell,1,No,100,Keep legs straight.
1,7,Dumbbell Skaters,Full-Body,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Engage core.
1,7,Dumbbell Wall Sit,Legs,Cardio,Beginner,Dumbbell,3,30,30,10,Cardio + Beginner + Dumbbell,1,No,100,Hold for 30 seconds.
1,7,Dumbbell Cable Fly,Chest,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Use a cable machine.
1,7,Dumbbell Seated Rows,Back,Cardio,Beginner,Dumbbell,3,15,30,10,Cardio + Beginner + Dumbbell,1,No,100,Use a resistance band.
1,7,Dumbbell Plank with Leg Lift,Core,Cardio,Beginner,Dumbbell,3,30,30,10,Cardio + Beginner + Dumbbell,1,No,100,Lift one leg at a time.

2,1,Resistance Band Jumping Jacks,Full-Body,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Warm up with light movements.
2,1,Resistance Band Squats,Legs,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Focus on form.
2,1,Resistance Band Lunges,Legs,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Keep band taut.
2,1,Resistance Band Push-Ups,Chest,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Modify if needed.
2,1,Resistance Band Rows,Back,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Control the movement.
2,2,Resistance Band 5 Knees,Full-Body,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Engage core.
2,2,Resistance Band Deadlifts,Legs,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Keep back straight.
2,2,Resistance Band Shoulder Press,Shoulders,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Use controlled motion.
2,2,Resistance Band Bicep Curls,Arms,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Focus on biceps.
2,2,Resistance Band Plank,Core,Cardio,Beginner,Resistance Band,3,30,30,10,Cardio + Beginner + Resistance Band,2,No,100,Hold for 30 seconds.
2,3,Resistance Band Burpees,Full-Body,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Start s2.
2,3,Resistance Band Step-Ups,Legs,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Use a stable platform.
2,3,Resistance Band Chest Press,Chest,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Keep elbows close.
2,3,Resistance Band Lat Pulldowns,Back,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Use a resistance band.
2,3,Resistance Band Side Plank,Core,Cardio,Beginner,Resistance Band,3,30,30,10,Cardio + Beginner + Resistance Band,2,No,100,Hold for 30 seconds on each side.
2,4,Resistance Band Mountain Climbers,Full-Body,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Engage core.
2,4,Resistance Band Bulgarian Split Squats,Legs,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Use a bench.
2,4,Resistance Band Incline Bench Press,Chest,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Use an incline bench.
2,4,Resistance Band Bent Over Rows,Back,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Keep back flat.
2,4,Resistance Band Russian Twists,Core,Cardio,Beginner,Resistance Band,3,30,30,10,Cardio + Beginner + Resistance Band,2,No,100,Control the twist.
2,5,Resistance Band Jump Rope,Full-Body,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Simulate jump rope.
2,5,Resistance Band Single Leg Deadlifts,Legs,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Keep balance.
2,5,Resistance Band Decline Push-Ups,Chest,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Use a bench.
2,5,Resistance Band Face Pulls,Shoulders,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Use a resistance band.
2,5,Resistance Band Bicycle Crunches,Core,Cardio,Beginner,Resistance Band,3,30,30,10,Cardio + Beginner + Resistance Band,2,No,100,Control the motion.
2,6,Resistance Band Box Jumps,Full-Body,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Use a stable box.
2,6,Resistance Band Glute Bridges,Legs,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Engage glutes.
2,6,Resistance Band Dips,Triceps,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Use parallel bars.
2,6,Resistance Band Reverse Fly,Shoulders,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Control the movement.
2,6,Resistance Band Leg Raises,Core,Cardio,Beginner,Resistance Band,3,30,30,10,Cardio + Beginner + Resistance Band,2,No,100,Keep legs straight.
2,7,Resistance Band Skaters,Full-Body,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Engage core.
2,7,Resistance Band Wall Sit,Legs,Cardio,Beginner,Resistance Band,3,30,30,10,Cardio + Beginner + Resistance Band,2,No,100,Hold for 30 seconds.
2,7,Resistance Band Cable Fly,Chest,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Use a cable machine.
2,7,Resistance Band Seated Rows,Back,Cardio,Beginner,Resistance Band,3,15,30,10,Cardio + Beginner + Resistance Band,2,No,100,Use a resistance band.
2,7,Resistance Band Plank with Leg Lift,Core,Cardio,Beginner,Resistance Band,3,30,30,10,Cardio + Beginner + Resistance Band,2,No,100,Lift one leg at a time.

3,1,Treadmill Walking,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Warm up with a light walk.
3,1,Treadmill Incline Walk,Legs,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Increase incline gradually.
3,1,Treadmill Jogging,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Start with a s2 jog.
3,1,Treadmill Interval Walking,Legs,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Alternate between walking and jogging.
3,1,Treadmill Cool Down,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,S2 down to a walk.
3,2,Treadmill Hill Walking,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Engage glutes and hamstrings.
3,2,Treadmill Steady State Jog,Legs,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Maintain a steady pace.
3,2,Treadmill Interval Jogging,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Alternate between jogging and walking.
3,2,Treadmill Incline Jogging,Legs,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Increase incline gradually.
3,2,Treadmill Cool Down Walk,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,S2 down to a walk.
3,3,Treadmill Hill Sprints,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Increase incline gradually.
3,3,Treadmill Steady State Jog,Legs,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Maintain a steady pace.
3,3,Treadmill Interval Jogging,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Alternate between jogging and walking.
3,3,Treadmill Incline Jogging,Legs,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Increase incline gradually.
3,3,Treadmill Cool Down Walk,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,S2 down to a walk.
3,4,Treadmill Hill Sprints,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Increase incline gradually.
3,4,Treadmill Steady State Jog,Legs,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Maintain a steady pace.
3,4,Treadmill Interval Jogging,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Alternate between jogging and walking.
3,4,Treadmill Incline Jogging,Legs,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Increase incline gradually.
3,4,Treadmill Cool Down Walk,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,S2 down to a walk.
3,5,Treadmill Hill Sprints,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Increase incline gradually.
3,5,Treadmill Steady State Jog,Legs,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Maintain a steady pace.
3,5,Treadmill Interval Jogging,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Alternate between jogging and walking.
3,5,Treadmill Incline Jogging,Legs,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Increase incline gradually.
3,5,Treadmill Cool Down Walk,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,S2 down to a walk.
3,6,Treadmill Hill Sprints,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Increase incline gradually.
3,6,Treadmill Steady State Jog,Legs,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Maintain a steady pace.
3,6,Treadmill Interval Jogging,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Alternate between jogging and walking.
3,6,Treadmill Incline Jogging,Legs,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Increase incline gradually.
3,6,Treadmill Cool Down Walk,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,S2 down to a walk.
3,7,Treadmill Hill Sprints,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Increase incline gradually.
3,7,Treadmill Steady State Jog,Legs,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Maintain a steady pace.
3,7,Treadmill Interval Jogging,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Alternate between jogging and walking.
3,7,Treadmill Incline Jogging,Legs,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,Increase incline gradually.
3,7,Treadmill Cool Down Walk,Full-Body,Cardio,Beginner,Treadmill,3,15,30,10,Cardio + Beginner + Treadmill,2,No,100,S2 down to a walk.

4,1,Jumping Jacks,Full-Body,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Warm up with light movements.
4,1,Squats,Legs,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Focus on form.
4,1,Lunges,Legs,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Keep balance.
4,1,Push-Ups,Chest,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Modify if needed.
4,1,Rows,Back,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Control the movement.
4,2,5 Knees,Full-Body,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Engage core.
4,2,Deadlifts,Legs,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Keep back straight.
4,2,Shoulder Press,Shoulders,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Use controlled motion.
4,2,Bicep Curls,Arms,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Focus on biceps.
4,2,Plank,Core,Cardio,Beginner,None,3,30,30,10,Cardio + Beginner + None,2,No,100,Hold for 30 seconds.
4,3,Burpees,Full-Body,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Start s2.
4,3,Step-Ups,Legs,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Use a stable platform.
4,3,Chest Press,Chest,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Keep elbows close.
4,3,Lat Pulldowns,Back,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Use a resistance band.
4,3,Side Plank,Core,Cardio,Beginner,None,3,30,30,10,Cardio + Beginner + None,2,No,100,Hold for 30 seconds on each side.
4,4,Mountain Climbers,Full-Body,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Engage core.
4,4,Bulgarian Split Squats,Legs,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Use a bench.
4,4,Incline Bench Press,Chest,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Use an incline bench.
4,4,Bent Over Rows,Back,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Keep back flat.
4,4,Russian Twists,Core,Cardio,Beginner,None,3,30,30,10,Cardio + Beginner + None,2,No,100,Control the twist.
4,5,Jump Rope,Full-Body,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Simulate jump rope.
4,5,Single Leg Deadlifts,Legs,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Keep balance.
4,5,Decline Push-Ups,Chest,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Use a bench.
4,5,Face Pulls,Shoulders,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Use a resistance band.
4,5,Bicycle Crunches,Core,Cardio,Beginner,None,3,30,30,10,Cardio + Beginner + None,2,No,100,Control the motion.
4,6,Box Jumps,Full-Body,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Use a stable box.
4,6,Glute Bridges,Legs,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Engage glutes.
4,6,Dips,Triceps,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Use parallel bars.
4,6,Reverse Fly,Shoulders,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Control the movement.
4,6,Leg Raises,Core,Cardio,Beginner,None,3,30,30,10,Cardio + Beginner + None,2,No,100,Keep legs straight.
4,7,Skaters,Full-Body,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Engage core.
4,7,Wall Sit,Legs,Cardio,Beginner,None,3,30,30,10,Cardio + Beginner + None,2,No,100,Hold for 30 seconds.
4,7,Cable Fly,Chest,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Use a cable machine.
4,7,Seated Rows,Back,Cardio,Beginner,None,3,15,30,10,Cardio + Beginner + None,2,No,100,Use a resistance band.
4,7,Plank with Leg Lift,Core,Cardio,Beginner,None,3,30,30,10,Cardio + Beginner + None,2,No,100,Lift one leg at a time.

5,1,Dumbbell Jumping Jacks,Full-Body,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Warm up with light movements.
5,1,Dumbbell Squats,Legs,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Focus on form.
5,1,Dumbbell Lunges,Legs,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Keep weights moderate.
5,1,Dumbbell Push-Ups,Chest,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Modify if needed.
5,1,Dumbbell Rows,Back,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Control the movement.
5,2,Dumbbell 5 Knees,Full-Body,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Engage core.
5,2,Dumbbell Deadlifts,Legs,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Keep back straight.
5,2,Dumbbell Shoulder Press,Shoulders,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Use controlled motion.
5,2,Dumbbell Bicep Curls,Arms,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Focus on biceps.
5,2,Dumbbell Plank,Core,Cardio,Intermediate,Dumbbell,4,30,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Hold for 30 seconds.
5,3,Dumbbell Burpees,Full-Body,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Start s3.
5,3,Dumbbell Step-Ups,Legs,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Use a stable platform.
5,3,Dumbbell Chest Press,Chest,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Keep elbows close.
5,3,Dumbbell Lat Pulldowns,Back,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Use a resistance band.
5,3,Dumbbell Side Plank,Core,Cardio,Intermediate,Dumbbell,4,30,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Hold for 30 seconds on each side.
5,4,Dumbbell Mountain Climbers,Full-Body,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Engage core.
5,4,Dumbbell Bulgarian Split Squats,Legs,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Use a bench.
5,4,Dumbbell Incline Bench Press,Chest,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Use an incline bench.
5,4,Dumbbell Bent Over Rows,Back,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Keep back flat.
5,4,Dumbbell Russian Twists,Core,Cardio,Intermediate,Dumbbell,4,30,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Control the twist.
5,5,Dumbbell Jump Rope,Full-Body,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Simulate jump rope.
5,5,Dumbbell Single Leg Deadlifts,Legs,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Keep balance.
5,5,Dumbbell Decline Push-Ups,Chest,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Use a bench.
5,5,Dumbbell Face Pulls,Shoulders,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Use a resistance band.
5,5,Dumbbell Bicycle Crunches,Core,Cardio,Intermediate,Dumbbell,4,30,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Control the motion.
5,6,Dumbbell Box Jumps,Full-Body,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Use a stable box.
5,6,Dumbbell Glute Bridges,Legs,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Engage glutes.
5,6,Dumbbell Dips,Triceps,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Use parallel bars.
5,6,Dumbbell Reverse Fly,Shoulders,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Control the movement.
5,6,Dumbbell Leg Raises,Core,Cardio,Intermediate,Dumbbell,4,30,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Keep legs straight.
5,7,Dumbbell Skaters,Full-Body,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Engage core.
5,7,Dumbbell Wall Sit,Legs,Cardio,Intermediate,Dumbbell,4,30,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Hold for 30 seconds.
5,7,Dumbbell Cable Fly,Chest,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Use a cable machine.
5,7,Dumbbell Seated Rows,Back,Cardio,Intermediate,Dumbbell,4,15,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Use a resistance band.
5,7,Dumbbell Plank with Leg Lift,Core,Cardio,Intermediate,Dumbbell,4,30,30,10,Cardio + Intermediate + Dumbbell,4,No,150,Lift one leg at a time.

6,1,Resistance Band Jumping Jacks,Full-Body,Cardio,Intermediate,Resistance Band,4,15,30,10,Cardio + Intermediate + Resistance Band,4,No,150,Warm up with light movements.
6,1,Resistance Band Squats,Legs,Cardio,Intermediate,Resistance Band,4,15,30,10,Cardio + Intermediate + Resistance Band,4,No,150,Focus on form.
6,1,Resistance Band Lunges,Legs,Cardio,Intermediate,Resistance Band,4,15,30,10,Cardio + Intermediate + Resistance Band,4,No,150,Keep band taut.
6,1,Resistance Band Push-Ups,Chest,Cardio,Intermediate,Resistance Band,4,15,30,10,Cardio + Intermediate + Resistance Band,4,No,150,Modify if needed.
6,1,Resistance Band Rows,Back,Cardio,Intermediate,Resistance Band,4,15,30,10,Cardio + Intermediate + Resistance Band,4,No,150,Control the movement.
6,2,Resistance Band 5 Knees,Full-Body,Cardio,Intermediate,Resistance Band,4,15,30,10,Cardio + Intermediate + Resistance Band,4,No,150,Engage core.
6,2,Resistance Band Deadlifts,Legs,Cardio,Intermediate,Resistance Band,4,15,30,10,Cardio + Intermediate + Resistance Band,4,No,150,Keep back straight.
